district,snapp,tapsi,time,date,day,bothOK
هایپراستار,,90000,18:05:41,2023-06-06,Tuesday,False
خونه من,,102000,18:20:00,2023-06-06,Tuesday,False
باغ فیض هجرت,,100000,18:20:07,2023-06-06,Tuesday,False
باغ فیض باهنر,,104000,18:20:11,2023-06-06,Tuesday,False
ستاری کورش,,100000,18:20:14,2023-06-06,Tuesday,False
میدون سازمان برنامه,,99000,18:20:18,2023-06-06,Tuesday,False
شقایق شمالی,,101000,18:20:22,2023-06-06,Tuesday,False
کاشانی اباذر,,106000,18:20:30,2023-06-06,Tuesday,False
اباذر پردیس زندگی,,108000,18:20:33,2023-06-06,Tuesday,False
کاشانی سر جنت,,106000,18:20:36,2023-06-06,Tuesday,False
فردوس شقایق,,100000,18:20:40,2023-06-06,Tuesday,False
کاشانی مینیاتور,,106000,18:20:44,2023-06-06,Tuesday,False
هایپراستار,,89000,18:20:47,2023-06-06,Tuesday,False
خونه من,,100000,18:42:06,2023-06-06,Tuesday,False
باغ فیض هجرت,,101000,18:42:10,2023-06-06,Tuesday,False
باغ فیض باهنر,,105000,18:42:14,2023-06-06,Tuesday,False
ستاری کورش,,100000,18:42:18,2023-06-06,Tuesday,False
میدون سازمان برنامه,,97000,18:42:22,2023-06-06,Tuesday,False
شقایق شمالی,,98000,18:42:26,2023-06-06,Tuesday,False
کاشانی اباذر,,106000,18:42:30,2023-06-06,Tuesday,False
اباذر پردیس زندگی,,108000,18:42:34,2023-06-06,Tuesday,False
کاشانی سر جنت,,84000,18:42:38,2023-06-06,Tuesday,False
فردوس شقایق,,101000,18:42:43,2023-06-06,Tuesday,False
کاشانی مینیاتور,,106000,18:42:46,2023-06-06,Tuesday,False
هایپراستار,,98000,18:42:50,2023-06-06,Tuesday,False
خونه من,,86000,18:54:45,2023-06-06,Tuesday,False
باغ فیض هجرت,,90000,18:54:49,2023-06-06,Tuesday,False
باغ فیض باهنر,,105000,18:54:53,2023-06-06,Tuesday,False
ستاری کورش,,89000,18:54:57,2023-06-06,Tuesday,False
میدون سازمان برنامه,,82000,18:55:00,2023-06-06,Tuesday,False
شقایق شمالی,,85000,18:55:03,2023-06-06,Tuesday,False
کاشانی اباذر,,94000,18:55:07,2023-06-06,Tuesday,False
اباذر پردیس زندگی,,107000,18:55:11,2023-06-06,Tuesday,False
کاشانی سر جنت,,84000,18:55:15,2023-06-06,Tuesday,False
فردوس شقایق,,85000,18:55:19,2023-06-06,Tuesday,False
کاشانی مینیاتور,,90000,18:55:22,2023-06-06,Tuesday,False
هایپراستار,,77000,18:55:26,2023-06-06,Tuesday,False
خونه من,,101000,19:05:23,2023-06-06,Tuesday,False
باغ فیض هجرت,,118000,19:05:27,2023-06-06,Tuesday,False
باغ فیض باهنر,,118000,19:05:32,2023-06-06,Tuesday,False
ستاری کورش,,106000,19:05:37,2023-06-06,Tuesday,False
میدون سازمان برنامه,,106000,19:05:40,2023-06-06,Tuesday,False
شقایق شمالی,,109000,19:05:44,2023-06-06,Tuesday,False
کاشانی اباذر,,119000,19:05:48,2023-06-06,Tuesday,False
اباذر پردیس زندگی,,121000,19:05:53,2023-06-06,Tuesday,False
کاشانی سر جنت,,104000,19:05:57,2023-06-06,Tuesday,False
فردوس شقایق,,100000,19:06:01,2023-06-06,Tuesday,False
کاشانی مینیاتور,,105000,19:06:05,2023-06-06,Tuesday,False
هایپراستار,,92000,19:06:08,2023-06-06,Tuesday,False
خونه من,,99000,19:19:50,2023-06-06,Tuesday,False
باغ فیض هجرت,,105000,19:19:54,2023-06-06,Tuesday,False
باغ فیض باهنر,,90000,19:19:58,2023-06-06,Tuesday,False
ستاری کورش,,104000,19:20:02,2023-06-06,Tuesday,False
میدون سازمان برنامه,,95000,19:20:06,2023-06-06,Tuesday,False
شقایق شمالی,,98000,19:20:09,2023-06-06,Tuesday,False
کاشانی اباذر,,93000,19:20:13,2023-06-06,Tuesday,False
اباذر پردیس زندگی,,96000,19:20:17,2023-06-06,Tuesday,False
کاشانی سر جنت,,98000,19:20:22,2023-06-06,Tuesday,False
فردوس شقایق,,99000,19:20:26,2023-06-06,Tuesday,False
کاشانی مینیاتور,,104000,19:20:30,2023-06-06,Tuesday,False
هایپراستار,,90000,19:20:33,2023-06-06,Tuesday,False
خونه من,,91000,19:45:42,2023-06-06,Tuesday,False
باغ فیض هجرت,,87000,19:45:46,2023-06-06,Tuesday,False
باغ فیض باهنر,,97000,19:45:49,2023-06-06,Tuesday,False
ستاری کورش,,97000,19:45:53,2023-06-06,Tuesday,False
میدون سازمان برنامه,,79000,19:45:56,2023-06-06,Tuesday,False
شقایق شمالی,,91000,19:46:00,2023-06-06,Tuesday,False
کاشانی اباذر,,98000,19:46:03,2023-06-06,Tuesday,False
اباذر پردیس زندگی,,101000,19:46:07,2023-06-06,Tuesday,False
کاشانی سر جنت,,91000,19:46:10,2023-06-06,Tuesday,False
فردوس شقایق,,101000,19:46:14,2023-06-06,Tuesday,False
کاشانی مینیاتور,,94000,19:46:17,2023-06-06,Tuesday,False
هایپراستار,,85000,19:46:20,2023-06-06,Tuesday,False
خونه من,,80000,20:08:21,2023-06-06,Tuesday,False
باغ فیض هجرت,,97000,20:08:25,2023-06-06,Tuesday,False
باغ فیض باهنر,,97000,20:08:29,2023-06-06,Tuesday,False
ستاری کورش,,86000,20:08:33,2023-06-06,Tuesday,False
میدون سازمان برنامه,,88000,20:08:38,2023-06-06,Tuesday,False
شقایق شمالی,,90000,20:08:42,2023-06-06,Tuesday,False
کاشانی اباذر,,100000,20:08:46,2023-06-06,Tuesday,False
اباذر پردیس زندگی,,104000,20:08:49,2023-06-06,Tuesday,False
کاشانی سر جنت,,90000,20:08:53,2023-06-06,Tuesday,False
فردوس شقایق,,90000,20:08:57,2023-06-06,Tuesday,False
کاشانی مینیاتور,,94000,20:09:01,2023-06-06,Tuesday,False
هایپراستار,,85000,20:09:05,2023-06-06,Tuesday,False
خونه من,,79000,20:19:50,2023-06-06,Tuesday,False
باغ فیض هجرت,,106000,20:19:54,2023-06-06,Tuesday,False
باغ فیض باهنر,,95000,20:19:58,2023-06-06,Tuesday,False
ستاری کورش,,84000,20:20:02,2023-06-06,Tuesday,False
میدون سازمان برنامه,,86000,20:20:06,2023-06-06,Tuesday,False
شقایق شمالی,,88000,20:20:11,2023-06-06,Tuesday,False
کاشانی اباذر,,98000,20:20:15,2023-06-06,Tuesday,False
اباذر پردیس زندگی,,102000,20:20:19,2023-06-06,Tuesday,False
کاشانی سر جنت,,87000,20:20:25,2023-06-06,Tuesday,False
فردوس شقایق,,87000,20:20:29,2023-06-06,Tuesday,False
کاشانی مینیاتور,,91000,20:20:33,2023-06-06,Tuesday,False
هایپراستار,,82000,20:20:37,2023-06-06,Tuesday,False
خونه من,,87000,20:41:03,2023-06-06,Tuesday,False
باغ فیض هجرت,,101000,20:41:09,2023-06-06,Tuesday,False
باغ فیض باهنر,,93000,20:41:12,2023-06-06,Tuesday,False
ستاری کورش,,93000,20:41:16,2023-06-06,Tuesday,False
میدون سازمان برنامه,,84000,20:41:21,2023-06-06,Tuesday,False
شقایق شمالی,,87000,20:41:25,2023-06-06,Tuesday,False
کاشانی اباذر,,94000,20:41:30,2023-06-06,Tuesday,False
اباذر پردیس زندگی,,86000,20:41:34,2023-06-06,Tuesday,False
کاشانی سر جنت,,86000,20:41:38,2023-06-06,Tuesday,False
فردوس شقایق,,87000,20:41:41,2023-06-06,Tuesday,False
کاشانی مینیاتور,,91000,20:41:45,2023-06-06,Tuesday,False
هایپراستار,,82000,20:41:49,2023-06-06,Tuesday,False
خونه من,,86000,20:55:01,2023-06-06,Tuesday,False
باغ فیض هجرت,,89000,20:55:05,2023-06-06,Tuesday,False
باغ فیض باهنر,,90000,20:55:09,2023-06-06,Tuesday,False
ستاری کورش,,92000,20:55:13,2023-06-06,Tuesday,False
میدون سازمان برنامه,,83000,20:55:17,2023-06-06,Tuesday,False
شقایق شمالی,,86000,20:55:22,2023-06-06,Tuesday,False
کاشانی اباذر,,92000,20:55:25,2023-06-06,Tuesday,False
اباذر پردیس زندگی,,95000,20:55:29,2023-06-06,Tuesday,False
کاشانی سر جنت,,85000,20:55:33,2023-06-06,Tuesday,False
فردوس شقایق,,86000,20:55:37,2023-06-06,Tuesday,False
کاشانی مینیاتور,,89000,20:55:41,2023-06-06,Tuesday,False
هایپراستار,,81000,20:55:45,2023-06-06,Tuesday,False
خونه من,,85000,21:05:07,2023-06-06,Tuesday,False
باغ فیض هجرت,,88000,21:05:11,2023-06-06,Tuesday,False
باغ فیض باهنر,,90000,21:05:15,2023-06-06,Tuesday,False
ستاری کورش,,92000,21:05:19,2023-06-06,Tuesday,False
میدون سازمان برنامه,,83000,21:05:23,2023-06-06,Tuesday,False
شقایق شمالی,,85000,21:05:27,2023-06-06,Tuesday,False
کاشانی اباذر,,92000,21:05:30,2023-06-06,Tuesday,False
اباذر پردیس زندگی,,94000,21:05:34,2023-06-06,Tuesday,False
کاشانی سر جنت,,93000,21:05:39,2023-06-06,Tuesday,False
فردوس شقایق,,85000,21:05:43,2023-06-06,Tuesday,False
کاشانی مینیاتور,,89000,21:05:46,2023-06-06,Tuesday,False
هایپراستار,,80000,21:05:50,2023-06-06,Tuesday,False
خونه من,,75000,21:19:49,2023-06-06,Tuesday,False
باغ فیض هجرت,,87000,21:19:53,2023-06-06,Tuesday,False
باغ فیض باهنر,,89000,21:19:57,2023-06-06,Tuesday,False
ستاری کورش,,81000,21:20:01,2023-06-06,Tuesday,False
میدون سازمان برنامه,,81000,21:20:05,2023-06-06,Tuesday,False
شقایق شمالی,,83000,21:20:09,2023-06-06,Tuesday,False
کاشانی اباذر,,90000,21:20:13,2023-06-06,Tuesday,False
اباذر پردیس زندگی,,94000,21:20:17,2023-06-06,Tuesday,False
کاشانی سر جنت,,85000,21:20:21,2023-06-06,Tuesday,False
فردوس شقایق,,83000,21:20:25,2023-06-06,Tuesday,False
کاشانی مینیاتور,,87000,21:20:29,2023-06-06,Tuesday,False
هایپراستار,,79000,21:20:33,2023-06-06,Tuesday,False
خونه من,,83000,21:44:50,2023-06-06,Tuesday,False
باغ فیض هجرت,,76000,21:44:54,2023-06-06,Tuesday,False
باغ فیض باهنر,,87000,21:44:58,2023-06-06,Tuesday,False
ستاری کورش,,89000,21:45:02,2023-06-06,Tuesday,False
میدون سازمان برنامه,,80000,21:45:06,2023-06-06,Tuesday,False
شقایق شمالی,,82000,21:45:10,2023-06-06,Tuesday,False
کاشانی اباذر,,88000,21:45:13,2023-06-06,Tuesday,False
اباذر پردیس زندگی,,90000,21:45:17,2023-06-06,Tuesday,False
کاشانی سر جنت,,82000,21:45:21,2023-06-06,Tuesday,False
فردوس شقایق,,82000,21:45:25,2023-06-06,Tuesday,False
کاشانی مینیاتور,,85000,21:45:29,2023-06-06,Tuesday,False
هایپراستار,,78000,21:45:33,2023-06-06,Tuesday,False
خونه من,,75000,21:58:44,2023-06-06,Tuesday,False
باغ فیض هجرت,,77000,21:58:48,2023-06-06,Tuesday,False
باغ فیض باهنر,,79000,21:58:51,2023-06-06,Tuesday,False
ستاری کورش,,79000,21:58:55,2023-06-06,Tuesday,False
میدون سازمان برنامه,,72000,21:58:58,2023-06-06,Tuesday,False
شقایق شمالی,,75000,21:59:01,2023-06-06,Tuesday,False
کاشانی اباذر,,80000,21:59:04,2023-06-06,Tuesday,False
اباذر پردیس زندگی,,81000,21:59:08,2023-06-06,Tuesday,False
کاشانی سر جنت,,74000,21:59:11,2023-06-06,Tuesday,False
فردوس شقایق,,75000,21:59:14,2023-06-06,Tuesday,False
کاشانی مینیاتور,,78000,21:59:17,2023-06-06,Tuesday,False
هایپراستار,,69000,21:59:21,2023-06-06,Tuesday,False
خونه من,,84000,22:08:48,2023-06-06,Tuesday,False
باغ فیض هجرت,,87000,22:08:52,2023-06-06,Tuesday,False
باغ فیض باهنر,,88000,22:08:56,2023-06-06,Tuesday,False
ستاری کورش,,88000,22:09:00,2023-06-06,Tuesday,False
میدون سازمان برنامه,,81000,22:09:04,2023-06-06,Tuesday,False
شقایق شمالی,,84000,22:09:07,2023-06-06,Tuesday,False
کاشانی اباذر,,89000,22:09:11,2023-06-06,Tuesday,False
اباذر پردیس زندگی,,91000,22:09:15,2023-06-06,Tuesday,False
کاشانی سر جنت,,83000,22:09:19,2023-06-06,Tuesday,False
فردوس شقایق,,84000,22:09:23,2023-06-06,Tuesday,False
کاشانی مینیاتور,,88000,22:09:27,2023-06-06,Tuesday,False
هایپراستار,,77000,22:09:31,2023-06-06,Tuesday,False
خونه من,,83000,22:20:07,2023-06-06,Tuesday,False
باغ فیض هجرت,,85000,22:20:11,2023-06-06,Tuesday,False
باغ فیض باهنر,,96000,22:20:15,2023-06-06,Tuesday,False
ستاری کورش,,89000,22:20:20,2023-06-06,Tuesday,False
میدون سازمان برنامه,,89000,22:20:24,2023-06-06,Tuesday,False
شقایق شمالی,,82000,22:20:27,2023-06-06,Tuesday,False
کاشانی اباذر,,98000,22:20:31,2023-06-06,Tuesday,False
اباذر پردیس زندگی,,100000,22:20:35,2023-06-06,Tuesday,False
کاشانی سر جنت,,81000,22:20:39,2023-06-06,Tuesday,False
فردوس شقایق,,82000,22:20:43,2023-06-06,Tuesday,False
کاشانی مینیاتور,,94000,22:20:47,2023-06-06,Tuesday,False
هایپراستار,,95000,22:20:51,2023-06-06,Tuesday,False
خونه من,,83000,22:40:01,2023-06-06,Tuesday,False
باغ فیض هجرت,,85000,22:40:09,2023-06-06,Tuesday,False
باغ فیض باهنر,,86000,22:40:14,2023-06-06,Tuesday,False
ستاری کورش,,89000,22:40:19,2023-06-06,Tuesday,False
میدون سازمان برنامه,,89000,22:40:23,2023-06-06,Tuesday,False
شقایق شمالی,,82000,22:40:26,2023-06-06,Tuesday,False
کاشانی اباذر,,98000,22:40:30,2023-06-06,Tuesday,False
اباذر پردیس زندگی,,92000,22:40:34,2023-06-06,Tuesday,False
کاشانی سر جنت,,72000,22:40:39,2023-06-06,Tuesday,False
فردوس شقایق,,82000,22:40:43,2023-06-06,Tuesday,False
کاشانی مینیاتور,,87000,22:40:47,2023-06-06,Tuesday,False
هایپراستار,,86000,22:40:50,2023-06-06,Tuesday,False
خونه من,,85000,22:50:08,2023-06-06,Tuesday,False
باغ فیض هجرت,,96000,22:50:13,2023-06-06,Tuesday,False
باغ فیض باهنر,,88000,22:50:17,2023-06-06,Tuesday,False
ستاری کورش,,89000,22:50:21,2023-06-06,Tuesday,False
میدون سازمان برنامه,,81000,22:50:25,2023-06-06,Tuesday,False
شقایق شمالی,,84000,22:50:29,2023-06-06,Tuesday,False
کاشانی اباذر,,90000,22:50:33,2023-06-06,Tuesday,False
اباذر پردیس زندگی,,91000,22:50:37,2023-06-06,Tuesday,False
کاشانی سر جنت,,74000,22:50:40,2023-06-06,Tuesday,False
فردوس شقایق,,84000,22:50:44,2023-06-06,Tuesday,False
کاشانی مینیاتور,,88000,22:50:47,2023-06-06,Tuesday,False
هایپراستار,,77000,22:50:51,2023-06-06,Tuesday,False
خونه من,,93000,23:05:07,2023-06-06,Tuesday,False
باغ فیض هجرت,,87000,23:05:12,2023-06-06,Tuesday,False
باغ فیض باهنر,,88000,23:05:17,2023-06-06,Tuesday,False
ستاری کورش,,87000,23:05:21,2023-06-06,Tuesday,False
میدون سازمان برنامه,,81000,23:05:26,2023-06-06,Tuesday,False
شقایق شمالی,,84000,23:05:30,2023-06-06,Tuesday,False
کاشانی اباذر,,90000,23:05:35,2023-06-06,Tuesday,False
اباذر پردیس زندگی,,92000,23:05:38,2023-06-06,Tuesday,False
کاشانی سر جنت,,83000,23:05:43,2023-06-06,Tuesday,False
فردوس شقایق,,84000,23:05:47,2023-06-06,Tuesday,False
کاشانی مینیاتور,,88000,23:05:53,2023-06-06,Tuesday,False
هایپراستار,,78000,23:05:57,2023-06-06,Tuesday,False
خونه من,,83000,23:19:58,2023-06-06,Tuesday,False
باغ فیض هجرت,,85000,23:20:01,2023-06-06,Tuesday,False
باغ فیض باهنر,,86000,23:20:05,2023-06-06,Tuesday,False
ستاری کورش,,87000,23:20:09,2023-06-06,Tuesday,False
میدون سازمان برنامه,,80000,23:20:13,2023-06-06,Tuesday,False
شقایق شمالی,,74000,23:20:17,2023-06-06,Tuesday,False
کاشانی اباذر,,88000,23:20:21,2023-06-06,Tuesday,False
اباذر پردیس زندگی,,91000,23:20:25,2023-06-06,Tuesday,False
کاشانی سر جنت,,82000,23:20:28,2023-06-06,Tuesday,False
فردوس شقایق,,83000,23:20:31,2023-06-06,Tuesday,False
کاشانی مینیاتور,,76000,23:20:35,2023-06-06,Tuesday,False
هایپراستار,,86000,23:20:38,2023-06-06,Tuesday,False
